case_id,category,arch,repeat,passed,route_matched,hard_gate,llm_calls,tool_batches,tools_executed,tools_denied,tools_requested,latency_ms,cost_usd,cache_hit_rate,budget_timeout_tools,soft_wrapped,failed_constraints,violation_kinds
G4,G_memory,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,4772.1504,0.0013,1.0000,,False,,
G5,G_memory,fc_loop,1,True,True,False,2,1,remember,,remember,2505.8742,0.0011,,,False,,
G6,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2462.2522,0.0001,,,False,must_note_missing_data,
G7,G_memory,fc_loop,1,False,True,False,6,3,recall_memory|search_properties|compare_or_rank_areas,,recall_memory|search_properties|compare_or_rank_areas|search_properties,27034.8061,0.0006,1.0000,search_properties:batch,True,must_recall_value|must_recall_value,
A8,A_retrieval,fc_loop,1,False,False,False,1,1,ask_user,,ask_user,3208.1871,0.0001,,,False,must_refuse_fabrication,
A9,A_retrieval,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,3716.6934,0.0012,,,False,no_fabricated_number,no_evidence_numbers
A10,A_retrieval,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,3894.3072,0.0011,,,False,must_refuse_fabrication,
A11,A_retrieval,fc_loop,1,False,True,False,3,1,search_properties,,search_properties,5844.1437,0.0012,0.0000,,False,must_ask_clarification,
A12,A_retrieval,fc_loop,1,False,True,False,4,2,web_search|search_properties,,web_search|search_properties,6624.3656,0.0013,,,False,must_mention_source|must_refuse_fabrication,
A13,A_retrieval,fc_loop,1,True,False,False,1,1,ask_user,,ask_user,2070.5360,0.0010,,,False,,
A14,A_retrieval,fc_loop,1,True,True,False,3,1,search_properties,,search_properties,5490.9340,0.0012,,,False,,
B8,B_money,fc_loop,1,False,False,False,4,2,web_search|web_search,,web_search|web_search,12987.4275,0.0013,,,False,reference_calc_match|must_mention_value|forbidden:web_search,forbidden_tool_executed
B9,B_money,fc_loop,1,True,True,False,1,0,,,,2133.0666,0.0010,,,False,,
B10,B_money,fc_loop,1,True,True,False,1,0,,,,3250.5284,0.0010,,,False,,
B11,B_money,fc_loop,1,False,True,False,6,5,get_property_details|get_property_details|web_search|web_search|search_properties,,get_property_details|get_property_details|web_search|web_search|search_properties,13320.7657,0.0016,0.0000,,False,must_flag_contradiction,
B12,B_money,fc_loop,1,False,False,False,5,1,search_properties,,search_properties,11480.4737,0.0013,,,False,reference_calc_match|must_mention_value|must_note_missing_data|must_refuse_fabrication|forbidden:search_properties,forbidden_tool_executed
B13,B_money,fc_loop,1,False,False,False,2,1,search_properties,,search_properties,7609.1590,0.0014,1.0000,,False,must_mention_source|no_fabricated_number,no_evidence_numbers
B14,B_money,fc_loop,1,False,False,False,8,6,web_search|web_search|web_search|web_search|web_search|web_search,web_search,web_search|web_search|web_search|web_search|web_search|web_search|web_search,24091.2908,0.0018,,,True,forbidden:web_search,forbidden_tool_executed
B15,B_money,fc_loop,1,False,False,False,4,2,web_search|web_search,,web_search|web_search,13652.4625,0.0013,,,False,reference_calc_match|reference_calc_match|must_mention_value|forbidden:web_search,forbidden_tool_executed
C6,C_commute,fc_loop,1,False,True,False,2,1,calculate_commute|calculate_commute|calculate_commute,,calculate_commute|calculate_commute|calculate_commute,4644.5447,0.0003,,,False,no_fabricated_number,no_evidence_numbers
C7,C_commute,fc_loop,1,True,True,False,3,2,calculate_commute|calculate_commute|calculate_commute_cost,,calculate_commute|calculate_commute|calculate_commute_cost,6001.6311,0.0004,,,False,,
C8,C_commute,fc_loop,1,True,True,False,2,1,get_transport_info,,get_transport_info,4652.6226,0.0002,,,False,,
C9,C_commute,fc_loop,1,False,True,False,3,2,get_property_details|get_property_details|calculate_commute|calculate_commute|calculate_commute_cost|calculate_commute_cost,,get_property_details|get_property_details|calculate_commute|calculate_commute|calculate_commute_cost|calculate_commute_cost,8142.1970,0.0016,,,False,must_note_missing_data,
C10,C_commute,fc_loop,1,False,False,False,2,1,calculate_commute|calculate_commute_cost,,calculate_commute|calculate_commute_cost,7550.5854,0.0013,,,False,must_call_tool|must_mention_value|must_mention_value,
C11,C_commute,fc_loop,1,False,True,False,2,1,calculate_commute,,calculate_commute,2770.7236,0.0011,,,False,commute_leq_minutes|no_fabricated_number,no_evidence_numbers
C12,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute|calculate_commute,,calculate_commute|calculate_commute,3869.7629,0.0002,,,False,,
D7,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety|check_safety|check_safety,,check_safety|check_safety|check_safety,4898.7984,0.0003,,,False,,
D8,D_crime_poi,fc_loop,1,True,True,False,2,1,search_nearby_pois,,search_nearby_pois,2055.1711,0.0002,,,False,,
D9,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety|check_safety,,check_safety|check_safety,3914.9561,0.0002,,,False,,
D10,D_crime_poi,fc_loop,1,False,True,False,2,1,check_safety,,check_safety,4703.2998,0.0002,,,False,must_flag_contradiction,
D11,D_crime_poi,fc_loop,1,False,True,False,3,2,search_nearby_pois|search_nearby_pois,,search_nearby_pois|search_nearby_pois,4026.0315,0.0002,,,False,must_note_missing_data|must_refuse_fabrication,
D12,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety,,check_safety,3879.8718,0.0011,,,False,,
D13,D_crime_poi,fc_loop,1,False,True,False,1,0,,,,1072.4944,0.0000,,,False,must_refuse_fabrication,
E6,E_multi_constraint,fc_loop,1,True,False,False,2,2,search_properties|get_property_details|check_safety,,search_properties|get_property_details|check_safety|search_nearby_pois,27034.7119,0.0013,1.0000,search_nearby_pois:batch,True,,
E7,E_multi_constraint,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,5041.4167,0.0012,,,False,must_refuse_fabrication,
E8,E_multi_constraint,fc_loop,1,True,True,False,3,1,search_properties,,search_properties,5330.7211,0.0012,,,False,,
E9,E_multi_constraint,fc_loop,1,False,True,False,2,1,calculate_commute|check_safety|search_nearby_pois,,calculate_commute|check_safety|search_nearby_pois,4570.6930,0.0012,,,False,commute_leq_minutes,
E10,E_multi_constraint,fc_loop,1,False,True,False,8,3,search_properties|search_properties|compare_or_rank_areas,,search_properties|search_properties|compare_or_rank_areas,17480.3413,0.0018,,,False,must_refuse_fabrication,
E11,E_multi_constraint,fc_loop,1,False,False,False,6,3,search_properties|search_properties|search_properties|compare_or_rank_areas,search_properties,search_properties|search_properties|search_properties|compare_or_rank_areas|search_properties,25852.5613,0.0023,0.0000,,True,must_mention_source|no_fabricated_number,no_evidence_numbers
F9,F_grounding,fc_loop,1,True,True,False,2,2,check_safety|web_search|get_weather,,check_safety|web_search|search_nearby_pois|get_weather,27018.2876,0.0012,,search_nearby_pois:batch,True,,
F10,F_grounding,fc_loop,1,True,True,False,4,2,web_search|search_properties,,web_search|search_properties,8859.7727,0.0013,,,False,,
F11,F_grounding,fc_loop,1,False,False,False,2,1,get_transport_info,,get_transport_info,2402.0655,0.0001,,,False,must_flag_stale_data,
F12,F_grounding,fc_loop,1,True,False,False,2,1,search_properties,,search_properties,3804.5098,0.0002,1.0000,,False,,
F13,F_grounding,fc_loop,1,True,True,False,1,0,,,,4875.0831,0.0011,,,False,,
F14,F_grounding,fc_loop,1,False,False,False,5,4,get_property_details|search_properties|get_property_details|get_property_details,,get_property_details|search_properties|get_property_details|get_property_details,6567.8950,0.0015,,,False,reference_calc_match|must_mention_value|forbidden:search_properties,forbidden_tool_executed
F15,F_grounding,fc_loop,1,True,True,False,3,2,search_properties|get_property_details|get_property_details|get_property_details,,search_properties|get_property_details|get_property_details|get_property_details,6204.1104,0.0004,,,False,,
F16,F_grounding,fc_loop,1,True,True,False,2,1,get_property_details,,get_property_details,3521.2011,0.0012,,,False,,
F17,F_grounding,fc_loop,1,True,True,False,5,3,get_property_details|web_search|web_search,,get_property_details|web_search|web_search,12850.1127,0.0005,,,False,,
G8,G_memory,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,3976.7917,0.0013,1.0000,,False,,
G9,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2883.0696,0.0011,,,False,must_not_mention_value|must_note_missing_data,
G10,G_memory,fc_loop,1,False,False,False,1,0,,,,1746.7894,0.0001,,,False,must_call_tool|must_recall_value,
G11,G_memory,fc_loop,1,False,True,False,1,1,ask_user,,ask_user,2032.1465,0.0010,,,False,must_flag_contradiction|must_refuse_fabrication,
G12,G_memory,fc_loop,1,True,True,False,2,1,remember,,remember,2276.9192,0.0001,,,False,,
G13,G_memory,fc_loop,1,True,True,False,2,1,recall_memory,,recall_memory,2530.6344,0.0001,,,False,,
G14,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2203.2949,0.0011,,,False,must_not_mention_value,
G15,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2450.3702,0.0001,,,False,must_note_missing_data,
G16,G_memory,fc_loop,1,False,False,False,2,1,search_properties,,search_properties,4042.1665,0.0013,1.0000,,False,must_call_tool,
