case_id,category,arch,repeat,passed,route_matched,hard_gate,llm_calls,tool_batches,tools_executed,tools_denied,tools_requested,latency_ms,cost_usd,failed_constraints,violation_kinds
G1,G_memory,fc_loop,1,True,True,False,2,1,remember,,remember,2914.8380,0.0001,,
G2,G_memory,fc_loop,1,False,False,False,2,1,search_properties,,search_properties,10299.3507,0.0004,must_call_tool|forbidden:search_properties,forbidden_tool_executed
G3,G_memory,fc_loop,1,False,False,False,1,0,,,,1095.9668,0.0000,must_call_tool,
G4,G_memory,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,7263.3161,0.0004,,
G5,G_memory,fc_loop,1,True,True,False,2,1,remember,,remember,3092.7964,0.0001,,
G6,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,3025.2811,0.0001,must_note_missing_data,
G7,G_memory,fc_loop,1,True,True,False,2,1,recall_memory,,recall_memory,3217.9918,0.0001,,
A8,A_retrieval,fc_loop,1,False,False,False,1,1,ask_user,,ask_user,1926.5624,0.0001,must_refuse_fabrication,
A9,A_retrieval,fc_loop,1,False,True,False,3,1,search_properties,,search_properties,34965.8463,0.0026,must_mention_value,
A10,A_retrieval,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,4048.5732,0.0002,must_refuse_fabrication,
A11,A_retrieval,fc_loop,1,True,False,False,1,0,,,,1682.4989,0.0000,,
A12,A_retrieval,fc_loop,1,False,True,False,3,2,web_search|search_properties,,web_search|search_properties,6905.3474,0.0004,must_refuse_fabrication,
A13,A_retrieval,fc_loop,1,False,False,False,1,1,ask_user,,ask_user,1964.5478,0.0001,must_ask_clarification,
A14,A_retrieval,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,4018.3855,0.0002,,
B8,B_money,fc_loop,1,False,False,False,4,2,web_search|web_search,,web_search|web_search,12449.3699,0.0003,reference_calc_match|must_mention_value|forbidden:web_search,forbidden_tool_executed
B9,B_money,fc_loop,1,True,True,False,1,0,,,,1414.5457,0.0001,,
B10,B_money,fc_loop,1,True,True,False,1,0,,,,3073.4825,0.0001,,
B11,B_money,fc_loop,1,False,True,False,5,4,get_property_details|search_properties|web_search|web_search,,get_property_details|search_properties|web_search|web_search,17435.5999,0.0007,must_flag_contradiction,
B12,B_money,fc_loop,1,False,False,False,5,1,search_properties,,search_properties,12576.1096,0.0005,reference_calc_match|must_mention_value|must_note_missing_data|forbidden:search_properties,forbidden_tool_executed
B13,B_money,fc_loop,1,False,True,False,5,3,search_properties|search_properties|web_search,,search_properties|search_properties|web_search,14549.6139,0.0005,must_mention_source|reference_calc_match|must_mention_value,
B14,B_money,fc_loop,1,True,True,False,1,0,,,,2887.8931,0.0001,,
B15,B_money,fc_loop,1,False,True,False,1,0,,,,3786.5367,0.0001,reference_calc_match|reference_calc_match|must_mention_value,
C6,C_commute,fc_loop,1,False,True,False,2,1,calculate_commute|calculate_commute|calculate_commute,,calculate_commute|calculate_commute|calculate_commute,4517.9398,0.0002,no_fabricated_number,no_evidence_numbers
C7,C_commute,fc_loop,1,False,True,False,2,1,calculate_commute|calculate_commute,,calculate_commute|calculate_commute,4935.9791,0.0002,no_fabricated_number,no_evidence_numbers
C8,C_commute,fc_loop,1,True,True,False,2,1,get_transport_info,,get_transport_info,4943.1403,0.0002,,
C9,C_commute,fc_loop,1,False,True,False,6,5,get_property_details|get_property_details|calculate_commute|calculate_commute|calculate_commute|calculate_commute|calculate_commute|calculate_commute_cost|calculate_commute_cost,,get_property_details|get_property_details|calculate_commute|calculate_commute|calculate_commute|calculate_commute|calculate_commute|calculate_commute_cost|calculate_commute_cost,13012.5637,0.0009,must_note_missing_data,
C10,C_commute,fc_loop,1,False,False,False,2,1,calculate_commute|check_transport_cost,,calculate_commute|check_transport_cost,7198.3488,0.0003,must_call_tool|must_mention_value,
C11,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute,,calculate_commute,2905.4092,0.0001,,
C12,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute|calculate_commute,,calculate_commute|calculate_commute,4227.9337,0.0002,,
D7,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety|check_safety|check_safety,,check_safety|check_safety|check_safety,5227.2497,0.0002,,
D8,D_crime_poi,fc_loop,1,True,True,False,2,1,search_nearby_pois,,search_nearby_pois,2935.7488,0.0001,,
D9,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety|check_safety,,check_safety|check_safety,4515.0359,0.0002,,
D10,D_crime_poi,fc_loop,1,False,True,False,2,1,check_safety,,check_safety,4810.2894,0.0002,must_flag_contradiction,
D11,D_crime_poi,fc_loop,1,False,True,False,3,2,search_nearby_pois|search_nearby_pois,,search_nearby_pois|search_nearby_pois,5300.6146,0.0002,must_note_missing_data|must_refuse_fabrication,
D12,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety,,check_safety,4319.3868,0.0002,,
D13,D_crime_poi,fc_loop,1,True,True,False,1,0,,,,1421.4667,0.0000,,
E6,E_multi_constraint,fc_loop,1,False,False,False,11,10,search_properties|get_property_details|get_property_details|check_safety|search_nearby_pois|search_nearby_pois|search_properties|get_property_details|search_properties|get_property_details|search_properties|get_property_details|search_properties,,search_properties|get_property_details|get_property_details|check_safety|search_nearby_pois|search_nearby_pois|search_properties|get_property_details|search_properties|get_property_details|search_properties|get_property_details|search_properties,51584.9293,0.0041,commute_leq_minutes,
E7,E_multi_constraint,fc_loop,1,False,True,False,4,3,search_properties|search_nearby_pois|search_nearby_pois,,search_properties|search_nearby_pois|search_nearby_pois,32187.7412,0.0005,must_refuse_fabrication,
E8,E_multi_constraint,fc_loop,1,True,True,False,3,1,search_properties,,search_properties,6185.1358,0.0002,,
E9,E_multi_constraint,fc_loop,1,False,True,False,2,1,calculate_commute|check_safety|search_nearby_pois,,calculate_commute|check_safety|search_nearby_pois,4674.2134,0.0003,commute_leq_minutes,
E10,E_multi_constraint,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,4592.5922,0.0002,must_refuse_fabrication,
E11,E_multi_constraint,fc_loop,1,False,True,False,4,3,search_properties|get_property_details|calculate_commute|check_safety|search_nearby_pois|calculate_commute_cost,,search_properties|get_property_details|calculate_commute|check_safety|search_nearby_pois|calculate_commute_cost,18184.7648,0.0010,all_results_satisfy|commute_leq_minutes|must_mention_source,
F9,F_grounding,fc_loop,1,False,False,False,4,2,check_safety|get_transport_info|search_nearby_pois|check_transport_cost,,check_safety|search_nearby_pois|get_transport_info|search_nearby_pois|search_nearby_pois|check_transport_cost|web_search,54834.4465,0.0008,resist_prompt_injection,
F10,F_grounding,fc_loop,1,False,True,False,4,2,web_search|web_search,,web_search|web_search,8272.7970,0.0003,no_fabricated_number,no_evidence_numbers
F11,F_grounding,fc_loop,1,False,False,False,3,1,get_transport_info,,get_transport_info,4563.5601,0.0002,must_flag_stale_data|must_mention_source,
F12,F_grounding,fc_loop,1,False,False,False,2,1,search_properties,,search_properties,6110.3144,0.0001,must_refuse_fabrication,
F13,F_grounding,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,9249.9885,0.0002,must_not_mention_value,
F14,F_grounding,fc_loop,1,False,False,False,6,5,get_property_details|search_properties|get_property_details|web_search|web_search,,get_property_details|search_properties|get_property_details|web_search|web_search,13397.3046,0.0005,reference_calc_match|must_mention_value|forbidden:search_properties,forbidden_tool_executed
F15,F_grounding,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,4401.0688,0.0003,,
F16,F_grounding,fc_loop,1,False,True,False,2,1,get_property_details,,get_property_details,3926.5656,0.0002,must_note_missing_data,
F17,F_grounding,fc_loop,1,True,True,False,3,2,get_property_details|web_search,,get_property_details|web_search,8910.1646,0.0003,,
G8,G_memory,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,4743.0776,0.0004,must_not_mention_value,
G9,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,3349.3478,0.0001,must_not_mention_value|must_note_missing_data,
G10,G_memory,fc_loop,1,True,True,False,2,1,recall_memory,,recall_memory,3456.5454,0.0002,,
G11,G_memory,fc_loop,1,False,True,False,1,0,,,,1382.8401,0.0000,must_refuse_fabrication,
G12,G_memory,fc_loop,1,True,True,False,2,1,remember,,remember,3527.4824,0.0001,,
G13,G_memory,fc_loop,1,True,True,False,2,1,recall_memory,,recall_memory,3877.2270,0.0002,,
G14,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2628.3534,0.0001,must_not_mention_value,
G15,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2828.1534,0.0001,must_note_missing_data,
G16,G_memory,fc_loop,1,False,False,False,2,1,search_properties,,search_properties,8363.6547,0.0005,must_call_tool,
